titulo,tipo,artista,fecha-lanzamiento,generos
1000 Watts,Album,Quantic,2016-06-17,"electronic, jazz, reggae, dub, cumbia"
Baile Bucanero,Album,Ondatrópica,2017-02-17,"reggae, latin, dancehall, calypso, cumbia"
Toulouse,Album,Sagarroi,2004-10-28,"rock, punk, ska, latin, cumbia"
Amparito,Single,Desorden Público,2015-11-18,"rock, ska, reggae, rocksteady, cumbia"
− + I = +,Album,+,1996,"rock, electronic, industrial, experimental, cumbia"
K le pasa,Single,El Dusty,2011-11-28,"electronic, latin, electro house, cumbia"
Sonora Borinquen,Album,Sonora Borinquen,1970,"latin, cumbia, bolero, guaracha, plena"
Going Back to Cali: Cut Chemist's Colombian Crates Remixed,Album,Cut Chemist,2017-06-21,"hip hop, salsa, cumbia, porro"
Especias EP,EP,Kraut,2016-05-20,"electronic, dance, house, electro, cumbia"
Coco Avenges,Album,Bicicletas Por La Paz,2017-05-05,"rock, reggae, psychedelic, latin, cumbia"
K le pasa (remix),Single,El Dusty,2011-11-28,"electronic, latin, electro house, cumbia"
From New York,Album,Orquesta Novel,1989,"salsa, latin, merengue, cumbia, bolero"
Traigo salsa,Album,Los Papasotes,1973,"salsa, latin, cumbia, guaracha, guaguancó"
Vol. 3,Album,Los Madrugadores Del Valle,1980,"latin, cumbia, bolero, ranchera, norteño"
En la cumbre,Album,Los Destellos,1970,"rock, psychedelic, latin, cumbia, guajira"
Republica Moderna,Album,Solo Moderna,2019-12-16,"ska, swing, cumbia, ragga, mento"
Son Palenque Feat El 'Leon Pardo' (Cerrero Dub Mix),Single,Son Palenque,2018-09-04,"reggae, dub, latin, afrobeat, cumbia"
Romie (Remix),Single,Deela,2017-09-01,"electronic, hip hop, reggaeton, cumbia"
La Ceremonia,EP,Deela,2018-03-29,"electronic, downtempo, house, reggaeton, cumbia"
Ritmo Y Sabor Con Los Imperial's,Album,Los Imperial's,1971,"electronic, salsa, latin, merengue, cumbia"
Mogadisco - Dancing Mogadishu - Somalia 1972-1991,Album,Various Artists,2019-11-25,"reggae, funk, disco, afrobeat, cumbia"
Animal Feel,Album,Zoonido,2014-10-10,"electronic, house, techno, latin, cumbia"
Remixes & Singles,Single,Zoonido,2016-03-09,"electronic, house, techno, latin, cumbia"
Fuego,Single,A.B. Quintanilla III,2004,"electronic, latin, tribal house, cumbia"
Is Dance,EP,Zoonido,2016-02-23,"electronic, house, techno, latin, cumbia"
Piñata,EP,Zoonido,2019-02-19,"electronic, house, techno, latin, cumbia"
La oscuridad bailable,Album,Kumbia Queers,2019-01-07,"punk rock, latin, reggaeton, cumbia"
Clan Tropical,Album,clan tropical,1977,"salsa, latin, cumbia, guaracha, guaguancó"
Palenke vs. Palenque,Album,Palenke Soultribe,,"electronic, electro, leftfield, latin, cumbia"
Zoonidotheque,EP,Zoonido,2016-02-23,"electronic, house, techno, latin, cumbia"
Si Si Si,Single,Abelardo Carbono,2020-04-04,"salsa, latin, afrobeat, cumbia, champeta"
Industria tropical,Album,Various Artists,2015-11-11,"electronic, industrial, experimental, latin, cumbia"
Cumbia Reaction,Single,Rolando Bruno y Su Orquesta Midi,2016,"rock, garage rock, latin, cumbia"
Ves lo que quieres ver,Album,Bareto,2012,"reggae, dub, latin, merengue, cumbia"
Cumbia XXX,EP,Munchi,2010-07-14,"electronic, house, reggae, latin, cumbia"
El viaje de la cumbia,Album,Sonora Marta la Reina,2015-09-01,"latin, cumbia, vallenato, porro, chamamé"
El brujo,Album,Juaneco y su Combo,1975,"rock, psychedelic, latin, cumbia, bolero"
Ahomale,Album,Combo Chimbita,2019-05-03,"rock, punk, psychedelic, latin, cumbia"
Llego El Combo,Album,Super Spanish Combo,2012,"hip hop, salsa, latin, cumbia"
Baile Bucanero,Album,Ondatrópica,2017-02-17,"reggae, latin, dancehall, calypso, cumbia"
El viaje de la cumbia,Album,Sonora Marta la Reina,2015-09-01,"latin, cumbia, vallenato, porro, chamamé"
Vitalys,Album,Neenboo,2018-05-05,"electronic, ambient, funk, latin, cumbia"
Ves lo que quieres ver,Album,Bareto,2012,"reggae, dub, latin, merengue, cumbia"
From New York,Album,Orquesta Novel,1989,"salsa, latin, merengue, cumbia, bolero"
16 grandes éxitos,Album,Peñaranda y Su Acordeón,1964,"latin, merengue, cumbia, vallenato, porro"
La danza del petrolero,Album,Los Wembler's de Iquitos,1975,"psychedelic, ballad, latin, cumbia, guaracha"
Canta y no llores,Album,Kumbia Queers,2015-06-01,"electronic, punk rock, latin, cumbia"
Cumbia XXX,EP,Munchi,2010-07-14,"electronic, house, reggae, latin, cumbia"
Mousy EP,EP,Full Monty,2015-10-14,"punk, ska, folk rock, cumbia"
The Skeletal Essences of Afro Funk 1969-1980,Album,Orchestre Poly-Rythmo,2013-05-03,"funk, psychedelic, latin, afrobeat, cumbia"
Traigo salsa,Album,Los Papasotes,1973,"salsa, latin, cumbia, guaracha, guaguancó"
Son Palenque Feat El 'Leon Pardo' (Cerrero Dub Mix),Single,Son Palenque,2018-09-04,"reggae, dub, latin, afrobeat, cumbia"
Hotline Bling/Doombia,Single,Quantic,2018-05-11,"electronic, hip hop, latin, cumbia"
Emergency Exits,Single,Colorblind Dilemma,2019-11-16,"rock, pop, folk, metal, cumbia"
Mahadhi 3000,EP,Qechuaboi,2020-05-01,"electronic, dance, latin, club, cumbia"
El Sorbito,Single,Qechuaboi,2016-09-30,"electronic, dance, latin, cumbia, footwork"
En la cumbre,Album,Los Destellos,1970,"rock, psychedelic, latin, cumbia, guajira"
Dinamita,Album,La Sonora Dinamita,1961,"latin, cumbia, bolero, guaracha, porro"
Fuiste a Acapulco,Album,Los Xochimilcas,1966,"pop, latin, cumbia, bolero, guaracha"
Cumbia Reaction,Single,Rolando Bruno y Su Orquesta Midi,2016,"rock, garage rock, latin, cumbia"
Trompeteros,Album,Sonora Casino,1972,"psychedelic, latin, cumbia, descarga, guaracha"
¡Live at the Dust Ballroom!,Album,Chicha Dust,2013-09-07,"rock, psychedelic, cumbia, desert rock"
Katakana Edit Vol.27,EP,ManJah,2015-04-24,"reggae, soul, breaks, dancehall, cumbia"
Katakana Edits Vol.25,EP,ManJah,2015-03-27,"reggae, soul, breaks, dancehall, cumbia"
Cumbiadelica,EP,ManJah,2013-06-23,"reggae, soul, breaks, dancehall, cumbia"
Strange Fruit,EP,ManJah,2013-06-24,"reggae, soul, breaks, dancehall, cumbia"
Katakana Edits Vol.08,EP,ManJah,2012-11-30,"reggae, soul, breaks, dancehall, cumbia"
Lo bueno está aquí,Album,Contento,2020-11-06,"punk, salsa, latin, cumbia, champeta"
Mayahuel,EP,Sávila,2021-05-07,"folk, experimental, latin, cumbia, r&b"
Sávila,Album,Sávila,2018-08-17,"folk, experimental, latin, cumbia, r&b"
Cumbia Cosmonauts & The Radio Africa Band,Album,Cumbia Cosmonauts,2019-01-09,"electronic, reggae, latin, dancehall, cumbia"
K le pasa (remix),Single,El Dusty,2011-11-28,"electronic, latin, electro house, cumbia"
Republica Moderna,Album,Solo Moderna,2019-12-16,"ska, swing, cumbia, ragga, mento"
Fuego,Single,A.B. Quintanilla III,2004,"electronic, latin, tribal house, cumbia"
Cumbiana,Album,Carlos Vives,2020-05-22,"pop, latin, reggaeton, cumbia, vallenato"
Color de Trópico Compiled by El Drágon Criollo & El Palmas,Album,El Palmas Music,2020-11-20,"pop, jazz, salsa, latin, cumbia"
Lilium,EP,Kraut,2020-10-08,"electronic, downtempo, dance, electro, cumbia"
Humos Vol. 2,EP,Dengue Dengue Dengue,2020-05-02,"electronic, dub, latin, cumbia, footwork"
Black Beach,EP,Crudo Pimento,2016-05-13,"rock, metal, blues, experimental, cumbia"
Humos Vol. 1,EP,Dengue Dengue Dengue,2020-05-01,"electronic, dub, latin, cumbia, footwork"
Tropico Balkanico,Album,La Mercosur,2012,"gypsy jazz, latin, klezmer, cumbia"
Humos Vol. 3,EP,Dengue Dengue Dengue,2020-05-29,"electronic, dub, latin, cumbia, footwork"
Bienaventuranza Remixes EP,EP,Chancha Vía Circuito,2019-05-17,"electronic, house, latin, digital cumbia"
Visiones,EP,Nicola Cruz,2017-03-06,"electronic, deep house, latin, cumbia"
La Clavada,Album,La Cumbia Moderna de Soledad,1979,"funk, soul, salsa, afrobeat, cumbia"
Cuatro Vientos,Album,Sonido Pesao,2014-02-28,"hip hop, funk, merengue, cumbia"
Anthologie,Album,Sergent Garcia,2013-12-16,"reggae, salsa, latin, cumbia, ragga"
Selected Works,Album,Tony Gallardo,2022-01-14,"electronic, techno, grime, cumbia, trap"
El rock de la langosta / Margarita,Single,Various Artists,1980,"rock, garage rock, latin, cumbia"
Vida truncada,Album,Los Ases de Durango,1976,"latin, cumbia, bolero, ranchera, norteño"
Calec,Album,Tharyk,2021-12-03,"latin pop, latin, reggaeton, cumbia"
Chico Lessa,Album,Chico Lessa,1982,"funk, soul, salsa, afrobeat, cumbia"
Cantando y tomando,Album,Ricky Naranjo y Los Gamblers,2005,"latin, cumbia, ranchera, tejano, corrido"
Simiolo Remixes EP,EP,Dengue Dengue Dengue!,2013-09-13,"electronic, dance, latin, club, cumbia"
Piñata,EP,Zoonido,2019-02-19,"electronic, house, techno, latin, cumbia"
Clan Tropical,Album,clan tropical,1977,"salsa, latin, cumbia, guaracha, guaguancó"
La oscuridad bailable,Album,Kumbia Queers,2019-01-07,"punk rock, latin, reggaeton, cumbia"
How Sweet The Sound,Album,G.Rag y los Hermanos Patchekos,2018-07-06,"folk, country, cajun, latin, cumbia"
Una Oportunidad más de triunfar en la vida,Album,Los Pirañas,2025-03-07,"experimental rock, cumbia colombiana, tropicanibalismo"
El Ciclón,Single,La Fragua Band,2020-04-08,"fusion, latin rock, latin, cumbia"
Sola Solita,Single,La Fragua Band,2019-12-21,"fusion, latin rock, latin, cumbia"
Heavy salsa,Album,Sonora Carruseles 98,1998-08-11,"salsa, latin, cumbia, pachanga, descarga"
El fogotón,Album,Espíritu Docente,2008-06,"rock, folk, ska, reggae, comedy, comedy rock, latin rock, latin, cumbia, cumbia argentina"
Sin pelos en la lengua,Album,Los Picantes,2003-08,"rock, ska, latin, cumbia, pachanga, ranchera"
Putumayo Presents: Latin Lounge,Album,Various Artists,2005-09-05,"electronic, downtempo, tango, lounge, latin, cumbia"
Colors Music: Cumbia,Album,Various Artists,2003,"electronic, folk, country, world, latin, cumbia"
Diablos del ritmo: The Colombian Melting Pot 1960-1985,Album,Various Artists,2012-11-12,"salsa, latin, afrobeat, cumbia, porro, champeta"
Luz Interpretations,Album,Luz Mob,2007-01-23,"electronic, downtempo, reggae, dub, latin, cumbia"
Las Americas V.1,Single,Ghislain Poirier,2010,"electronic, house, latin, cumbia, garage house"
Bizitza triste eta ederra,Album,Joxe Ripiau,2000,"rock, ska, folk rock, latin, cumbia"
Éxitos y recuerdos,Album,Selena,1996,"electronic, 90s, spanish, latin, cumbia, tejano"
Cualquiera puede cantar!!!,Album,Los Auténticos Decadentes!,1997,"rock, pop rock, latin, cumbia, pachanga"
Puro Show / Puro Rock,Single,El Combo Chimbita,2014-04-07,"dance, ska, reggae, latin, cumbia, descarga"
Amansará,Album,Chancha Vía Circuito,2014-09-23,"electronic, electro, hip hop, latin, cumbia"
Actitud calle,Album,Los de Abajo,2010-09-27,"rock, ska, hip hop, latin, cumbia"
Cycles of Existential Rhyme,Album,Chicano Batman,2014-02-18,"rock, indie rock, psychedelic, latin, cumbia"
Mi amor sobre la arena,Album,Natacha,1997,"electronic, salsa, latin, euro house, cumbia"
Carajo Colombia,Album,DJ Orion,2010,"breakbeat, salsa, latin, cumbia, baltimore club"
Ciao Bella!,Album,Candie Hank,2013-04-12,"electronic, dance, idm, electro, electronica, cumbia"
Buzzrock Warrior,Album,Jahdan Blakkamoore,2009-09-15,"electronic, dubstep, reggae, latin, dancehall, cumbia"
Erste Welt,Album,Raggabund,2006-05-12,"hip hop, reggae, latin, cumbia, ragga"
El ritmo latino 2,Album,Various Artists,1996,"salsa, latin, merengue, rumba, cumbia, vallenato"
Border: La línea,Album,Lila Downs,2001-07-03,"folk, world, 2000s, latin, 2001, cumbia"
Selena,Album,Various Artists,1998,"pop, mexican, ballad, latin, cumbia, norteño"
Bersa Discos #6,EP,Sabo,2009-10-13,"hip hop, reggae, latin, dancehall, cumbia"
Más Sonido Tour 2013 EP,EP,Raggabund,2013-10-25,"hip hop, reggae, latin, cumbia, ragga"
Picotero,Album,Monareta,2008-12-16,"electronic, bossa nova, leftfield, latin, cumbia"
In Limbo,Album,Rafiralfiro,2010-12-03,"electronic, ambient, folk, trip hop, cumbia"
Canta pa'lante y pa'tras,Album,Joseíto Mateo,,"latin, merengue, cumbia, bolero, boogaloo, guaracha"
"ZZK Sound, Volume 1: Cumbia Digital",Album,Various Artists,2008-03-02,"electronic, downtempo, reggae, latin, dancehall, cumbia"
Rito esclavo,Album,Pedro Laza y sus Pelayeros,1961,"funk, soul, latin, cumbia, mambo, porro"
Buena Medicina,Album,Raggabund,2015-06-26,"hip hop, reggae, latin, cumbia, ragga"
El maravilloso mundo de...,Album,Abelardo Carbonó y Su Conjunto,2013,"psychedelic, latin, afrobeat, cumbia, compas, champeta"
Todo esta muy Normal,Single,Desorden Público,2015-02-09,"rock, punk, ska, reggae, rocksteady, cumbia"
Latina,Album,Thalía,2016-05-06,"pop, salsa, latin pop, latin, cumbia"
Con Tiempo,Single,Hammond Classics,2016-12-28,"hip hop, reggae, funk, latin, cumbia"
Ojos vicheros,EP,Quantic,2017-11-10,"electronic, jazz, reggae, funk, soul, cumbia"
Super bailables del año,Album,Various Artists,1999,"salsa, latin, merengue, rumba, cumbia, vallenato"
Cumbia Punk 201666,Album,Anarkia Tropikal,2016,"rock, punk, psychedelic rock, latin, cumbia"
E Ye Ye,EP,Quantic,2018-01-12,"electronic, jazz, reggae, funk, soul, cumbia"
Musica Demoledora,Album,Julián y su Combo,1969,"latin, cumbia, pachanga, descarga, guaracha, guajira"
XXV,Album,New Cool Collective,2018-09-14,"jazz, ska, big band, latin, cumbia"
Camino de flores,Album,El Búho,2018-12-14,"electronic, downtempo, electronica, neofolk, folktronica, cumbia"
Desprecio,Album,Los Madrugadores Del Valle,1979,"latin, cumbia, bolero, ranchera, norteño, corrido"
Tempestad Musical,Album,Los Caribes,1979,"flamenco, salsa, latin, rumba, cumbia, mambo"
Hoy Cumple Sus 15 Años - Mi Niña Bonita,Album,Tomas De San Julian,1966,"pop, ballad, latin, cumbia, copla, pasodoble"
Los Madrugadores Del Valle,Album,Los Madrugadores Del Valle,1984,"latin, cumbia, bolero, ranchera, norteño, corrido"
Shuffle Them Shoes,Single,Quantic,2016-11-25,"electronic, jazz, reggae, funk, soul, cumbia"
Super refresco,EP,Alberto Azul,2014-08-31,"rock, pop, punk, bossa nova, cumbia"
Salicorne (Remixes),EP,Sauvage FM,2016-02-26,"folk, punk, electro, indie, club, cumbia"
"Eddie ""Lalo"" Torres Is Everywhere!",Album,Eddie 'Lalo' Torres y su Conjunto,1996,"polka, latin, cumbia, bolero, ranchera, tejano"
Remixes,Album,Candeleros,2019-10-22,"downtempo, dub, minimal, deep house, cumbia"
La Junta Sound System REMIX,EP,Quitapenas,2016-04-12,"electronic, latin, folktronica, cumbia, soukous, champeta"
Ojos azules,Album,Los Destellos,1976,"psychedelic, latin, calypso, cumbia, descarga, guaguancó"
Sicodélicos,Album,Los Destellos,2016,"rock, psychedelic rock, latin, cumbia, guajira"
Móntate en el viaje,Album,Cero39,2013-05-17,"electronic, dance, electronica, latin, club, cumbia"
De La Muerte,EP,Dj Dus,2010-07-27,"electronic, instrumental, hip hop, latin, cumbia"
Jugando con cleta,Album,Peñaranda y Su Acordeón,1964,"latin, merengue, cumbia, vallenato, porro, plena"
Doombia,Single,Quantic,2018-06-01,"electronic, jazz, reggae, funk, soul, cumbia"
Repeating Night / Weather,Single,The Mauskovic Dance Band,2017-04-01,"electronic, no wave, latin, afrobeat, cumbia"
New York Latin Hits,Album,Blanca Star Olivera,2006-01-01,"latin pop, tropical, cumbia & salsa"
Waykiki Boys EP,EP,Waykiki Boys,2016-03-26,"electronic, electro, surf rock, latin, cumbia"
Viene de mí,Album,La Yegros,2013-05-13,"electronic, reggae, dub, latin, dancehall, cumbia"
Mis primeras grabaciones,Album,Selena,1984,"pop, ballad, latin, cumbia, bolero, tejano"
La gran estafa del tropipunk,Album,Kumbia Queers,2010-12-12,"rock, punk, punk rock, latin, cumbia"
Constelación,Album,Los Destellos,1971,"rock, latin, calypso, cumbia, descarga, guaguancó"
Prender el alma,Album,Nicola Cruz,2015-10-30,"electronic, downtempo, house, leftfield, latin, cumbia"
Pelu y pelao,Album,Louie Colon y su Combo,1975,"salsa, latin, merengue, cumbia, bolero, guaguancó"
Curva contracurva,Album,El Sonido Real,2015-02-05,"hip hop, indie, dancehall, reggaeton, cumbia"
El Talento Unico De Los Rivero,Album,Los Rivero,1969,"pop, latin, cumbia, bolero, guaracha, guajira"
Arrollando,Album,Los Destellos,1973,"rock, psychedelic, latin, cumbia, descarga, guaguancó"
A mi San Antonio,Album,Eva Ybarra y su Conjunto,1994,"polka, latin, cumbia, bolero, ranchera, norteño"
Flores para los muertos,Album,Nana Pancha,2009,"rock, punk, ska, reggae, latin, cumbia"
Cumbia siglo XXI,Album,Meridian Brothers,2020-08-01,"electronic, experimental, psychedelic, art rock, cumbia"
Clase aparte,Album,Los Destellos,1971,"psychedelic, latin, cumbia, descarga, bolero, guaracha"
Rumba jarocha,Album,Gore Matraka,2013-05-13,"rumba, cumbia, guaracha, plena, guaguancó, songo"
La Plata,EP,Quantic,2014-09-08,"electronic, jazz, reggae, funk, soul, cumbia"
Duvidó,Single,Quantic,2014-02-28,"electronic, jazz, reggae, funk, soul, cumbia"
Alhaja,Album,Miss Bolivia,2010,"hip hop, reggae, latin, dancehall, cumbia"
Cosmic Disco,Album,nemanja,2020-07-17,"funk, disco, lo-fi, afrobeat, cumbia"
Trujillo - Perú 1971-1974,Album,Manzanita y Su Conjunto,2021,"latin, afrobeat, cumbia, jazzthing, jazzthing 140"
Dallas Cumbiaholic 4,Album,Erick Jaimez,2018-11-03,"house, electro, crunk, latin, cumbia, trap"
Freedom Is Free,Album,Chicano Batman,2017-01-01,"rock, funk, soul, psychedelic, latin, cumbia"
Almas conectadas,Album,Quantic,2021-10-22,"electronic, jazz, reggae, funk, soul, cumbia"
20 exitos bailables,Album,Blancarena,,"pop, ballad, latin pop, latin, cumbia"
Bicicleta,Single,Marcos Valle,2022-01-21,"funk, soul, disco, salsa, afrobeat, cumbia"
Worldwide Ting Vol. 2,EP,Uproot Andy,2013-08-27,"electronic, salsa, latin, reggaeton, raï, cumbia"
Super bailables del año 2013,Album,Various Artists,2013,"salsa, latin, reggaeton, merengue, cumbia, vallenato"
A mil,Album,Cruzando el Charco,2017-02-20,"rock, alternative rock, folk rock, pop rock, latin rock, candombe, cumbia, fusion rock, cumbia argentina"
Welcome to Haiti: Creole 101,Album,Wyclef Jean,2004-08-03,"rock, hip hop, latin, reggaeton, merengue, cumbia"
La camisa negra,Single,Juanes,2004,"rock, electronic, pop, pop rock, latin, cumbia"
Rodante: Vinyl Sampler,EP,Chancha Vía Circuito,2008-10,"hip hop, reggae, dub, latin, dancehall, cumbia"
Una sangre: One Blood,Album,Lila Downs,2004-06-07,"folk, 2004, world, 2000s, latin, mexico, cumbia"
The Rough Guide to the Music of Venezuela,Album,Various Artists,2003,"folk, blues, salsa, latin, rough guide, cumbia"
Barrio bravo,Album,Celso Piña,2001-05-22,"hip hop, latin, 00s, cumbia, vallenato, norteño"
"Live, The Last Concert",Album,Selena,2001,"electronic, pop, 90s, spanish, latin, cumbia, tejano"
Lost Tapes EP,EP,Paco Mendoza,2013-04-02,"electronic, dance, hip hop, latin, club, cumbia"
LXTVNY EP,EP,DVVLLXNS,2012-07-07,"electronic, dub, dark ambient, musique concrète, cumbia"
Ceremony,Album,Mexicans With Guns,2011,"electronic, experimental, hip hop, glitch, latin, cumbia"
Los Destellos,Album,Los Destellos,1967,"rock, psychedelic, latin, cumbia, descarga, bolero, guajira"
Atropolis,Album,Atropolis,2010,"electronic, dubstep, latin, reggaeton, broken beat, cumbia"
Mehr Sound,Album,Raggabund,2012-02-24,"hip hop, reggae, latin, dancehall, cumbia, ragga"
Very Very Well,Album,Lito Barrientos y su Orquesta,1965,"rock, rock and roll, latin, cumbia, porro"
Crucial Cuts,Album,Fidel Nadal,2009-02-17,"reggae, roots reggae, latin, dancehall, cumbia, ragga"
Sigue tu camino: Versiones y remixes,Album,Los Auténticos Decadentes,2004,"rock, pop, alternative rock, latin, cumbia, pachanga"
Mi vida loca,Album,Los Auténticos Decadentes,1995,"rock, pop, pop rock, latin, cumbia, pachanga"
King Changó,Album,King Changó,1996-08-27,"ska, reggae, rocksteady, latin, dancehall, tribal, cumbia"
Rei Momo,Album,David Byrne,1989-09-25,"rock, pop rock, latin, cumbia, latin alternative"
Mis mejores canciones • 17 super éxitos,Album,Selena,1993,"electronic, 90s, spanish, mexican, latin, cumbia, tejano"
Tropical Discotheque,Album,Sofrito,2011-03-15,"disco, salsa, latin, cumbia, vallenato, soukous, timba"
Leyendas urbanas,Album,Chupacabras,2011,"ska, hip hop, reggae, latin, afrobeat, cumbia"
La Revancha en Cumbia,Album,Gotan Project,2011-10-17,"electronic, downtempo, tango, latin, trip hop, cumbia"
Toma Tu Jabón Kapax,Album,Los Pirañas,2012-12-24,"noise, experimental rock, noise rock, latin, cumbia"
Teleiste Mouska,Album,Crudo Pimento,2017-03-03,"rock, metal, blues, experimental, hip hop, cumbia"
Nuevo tumbao,Album,Los Corraleros,1969,"latin, cumbia, pachanga, vallenato, corrido, porro, guajira"
Las Valdemar,EP,Las Valdemar,2015-09-01,"rock, pop, flamenco, indie, latin, cumbia, bolero"
Radio Afro Mexica,Album,B-Side Players,2009,"rock, jazz, reggae, salsa, latin, afrobeat, cumbia"
Electric Monkey Sessions 2,Album,New Cool Collective,2017-11-24,"jazz, ska, psychedelic, big band, latin, cumbia"
German Army & Bloque del Sur,EP,German Army,2017-12-05,"industrial, folk, post-punk, ebm, drone, cumbia"
Fried Speakers,Album,Monareta,2010,"rock, electronic, punk, bossa nova, latin, cumbia"
Con Sabor,Single,Sidi Wacho,2015-09-07,"punk, electro, hip hop, indie, club, cumbia"
Los Cuentos,EP,Hammond Classics,2017-07-20,"folk, hip hop, reggae, funk, latin, cumbia"
Kiñe Newen Tüin - Una Sola Fuerza,Album,Sandino Rockers,2004,"rock, pop, punk, ska, reggae, latin, cumbia"
Psicodelia cosa seria,Album,Faauna,2015-06-04,"electronic, hip hop, reggae, dub, cumbia, moombahton"
Arrancandonga,Album,Mariana Ingold,2018-10-29,"instrumental, fusion, jazz fusion, latin, candombe, cumbia"
¿Dónde Estás María?,Album,Meridian Brothers,2017-09-08,"electronic, experimental, psychedelic, art rock, latin, cumbia"
La diversión que hacía falta en mi país,Album,Los Pirañas,2015-04-11,"noise, experimental rock, noise rock, latin, cumbia"
Cruzando,EP,DJ Lengua,2010-12-07,"electronic, downtempo, experimental, hip hop, latin, cumbia"
Y Su Descarga Internacional,Album,Bosq,2020-10-23,"house, funk, disco, salsa, latin, afrobeat, cumbia"
Fantasy,EP,Knarsetand,2015,"electronic, big beat, garage punk, breakbeat, cumbia"
Warning Danger Riot Time,EP,El Gran Silencio,2016-02-19,"rock, punk, reggae, latin, cumbia, ragga, vallenato"
Theme From Selva,Single,Quantic,2020-10-30,"electronic, jazz, reggae, funk, soul, disco, cumbia"
Ed Wilcox & Antony Milton & M3Y,EP,Ed Wilcox,2020-01-14,"noise, folk, free jazz, free improvisation, cumbia"
Yarana / Marula,Single,The Phantom Four,2020-02-28,"rock, instrumental, disco, psychedelic rock, afrobeat, cumbia"
El Señor De La Salsa,Album,Camilo Azuquita,1992,"salsa, latin, merengue, cumbia, bolero, guaguancó, guajira"
La amenaza verde,Album,Los Wembler’s de Iquitos,1975,"rock, psychedelic rock, psychedelic, latin, cumbia, guaracha"
Curao,Album,Quantic,2017-05-12,"electronic, jazz, reggae, funk, soul, latin, cumbia"
Raw,EP,Donna Summer,2010-03-02,"electronic, dubstep, house, breaks, uk garage, cumbia"
Fiesta en Colombia,Album,Pacho Galán Y Su Orquesta,1956,"jazz, big band, latin, merengue, cumbia, porro"
The Link Is About to Die,Single,Los Bitchos,2019-10-11,"rock, pop, experimental, indie pop, latin, cumbia"
Se armó la moña en carnaval,Album,Joe Arroyo,2005-05-10,"reggae, salsa, latin, reggaeton, cumbia, compas, champeta"
Dangerous Reggae Music,Album,ManJah,2013-06-23,"ska, reggae, soul, breaks, dancehall, cumbia, ragga"
Live Teatro Pedro Quintero,Album,DEvSEb,2023-09-08,"downtempo, pop, industrial, ambient, experimental, cumbia, dreampunk"
Silencio,Album,Karen y Los Remedios,2023-09-08,"downtempo, latin, trip hop, cumbia, latin alternative"
en retard à la révolution,Album,jingle django,2017-06-04,"world, spain, swing, klezmer, rumba, cumbia, gipsy"
Imaginary Island Music Vol.1: Canary Islands,Album,Lagoss,2020-10-09,"electronic, ambient, experimental, avant-garde, cumbia, exotica"
Disco Popular,Album,Mexican Institute of Sound,2017-11-10,"electronic, hip hop, reggae, latin, reggaeton, cumbia"
Taquachito Nights,Album,Various Artists,1999-06-27,"polka, latin, cumbia, bolero, ranchera, norteño, corrido"
A Patricia,Single,Par Avion,2018-02-01,"rock, pop, instrumental rock, surf rock, cumbia"
Los Zantos,Album,Los Zantos,,"rock, psychedelic rock, garage rock, latin, cumbia"
Perro Avion,Album,Par Avion,2020-11-20,"rock, pop, instrumental rock, surf rock, cumbia"
Azul,Album,Roberto López,2012-05-29,"latin jazz, cumbia, porro, afro colombian jazz"
Super bailables del año: Rompe con todo,Album,Various Artists,2011,"salsa, latin, reggaeton, merengue, rumba, cumbia, vallenato"
"Guasá, Cununo Y Marimba: Afro-Colombian Songs From the Pacific Coast",Album,Various Artists,2020-03-24,"funk, soul, salsa, afrobeat, cumbia, música criolla"
Este Mundo,Album,Rupa & the April Fishes,2009-10-27,"folk, reggae, gypsy jazz, latin, latin jazz, cumbia"
The Rough Guide to Central America,Album,Various Artists,2001,"folk, reggae, salsa, latin, rough guide, cumbia, trova"
Rodante,Album,Chancha Vía Circuito,2008-01-07,"electronic, hip hop, reggae, dub, latin, dancehall, cumbia"
Porque soy sonidero y voy a muchos lugares,Album,DJ /rupture,2008-07,"electronic, dubstep, hip hop, reggae, latin, dancehall, cumbia"
"Panama! 2: Latin Sounds, Cumbia Tropical & Calypso Funk on the Isthmus 1967-77",Album,Various Artists,2009-06-01,"funk, salsa, latin, calypso, cumbia, descarga, boogaloo, guaguancó"
Death of the Revolution,Album,Quantic,2008-07-14,"electronic, downtempo, reggae, dub, latin, cumbia, descarga, boogaloo"
Deux Mille Deux / Oh Ba Ju Li,EP,Sygaire,2006-10-02,"electronic, zouk, latin, broken beat, cumbia, tropical house"
Tout va bien,EP,Babylon Circus,1999,"rock, alternative rock, ska, reggae, latin, cumbia, pachanga"
Méjico máxico,Album,Mexican Institute of Sound,2005,"rock, electronic, house, electro, hip hop, latin, cumbia"
Dances of Resistance,Album,Babylon Circus,2004-05-10,"rock, alternative rock, ska, reggae, latin, cumbia, pachanga"
¿Qué pasó?,Album,Little Joe,1992-10-01,"pop, ballad, latin, cumbia, bolero, ranchera, norteño, tejano"
Maleza,Album,Las Malas Amistades,2012,"rock, pop, folk, experimental, indie rock, latin, cumbia"
El magnifico,Album,Joe Cotto y su Orquesta,1966,"latin, merengue, cumbia, descarga, bolero, guaracha, son montuno"
En son de paz,Album,Frikstailers,2012,"electronic, electro, hip hop, reggae, dub, latin, cumbia"
En París – Live à FIP,Album,Lila Downs,2010-04,"jazz, folk, spanish, world, fusion, latin, mexico, cumbia"
